Business Name,Review,Reviewer Name,Review Text,place_id,reviewUrl,Business Rating,Total Reviews,Address,website,phone,Country Code,Category,review_label,empty_review,og_lang_code,Review Text Translated,mapped_category,review_length,topic_relevance
Anytime Fitness,5,Siti Aisyah,Great service from Firdaus  very detailed explanation,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ3MF9QUm5RRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgID70_PRnQE%7CCgwI_J27tgYQoJaV8QI%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,Great service from Firdaus  very detailed explanation,Gym,7,0.15076445043087006
Anytime Fitness,5,Wai Yan Myint,Staff member Firdaus is very helpful and explain very clearly.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM3eHVPeDRRRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIC7xuOx4QE%7CCgsIvvH2tQYQ6PmYFQ%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,Staff member Firdaus is very helpful and explain very clearly.,Gym,10,0.31659331917762756
Anytime Fitness,2,Dreamyyy,"The location is very convenient and the staff are friendly. However, the gym has a weird cleaning schedule during peak hours (after work). The cleaner often cleans the area while members are working out, which is disruptive. I hope to see some adjustments to the cleaning schedule.",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURUdzR1UVRREAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDTw4uQTQ%7CCgwI1dzFswYQ6NOVswE%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"The location is very convenient and the staff are friendly. However, the gym has a weird cleaning schedule during peak hours (after work). The cleaner often cleans the area while members are working out, which is disruptive. I hope to see some adjustments to the cleaning schedule.",Gym,47,0.4705059826374054
Anytime Fitness,5,Eric Goh,"Gym is well maintained, and place isn’t very crowded. William explained all the processes for signing up in detailed and answered every question",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR6dnR6dkpBEAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDzvtzvJA%7CCgwIusWbswYQwLD0wQM%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"Gym is well maintained, and place isn’t very crowded. William explained all the processes for signing up in detailed and answered every question",Gym,23,0.37369200587272644
Anytime Fitness,5,Justin Leong,William very friendly and welcoming. Good explanation.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR6dnB5ZUJ3EAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDzvpyeBw%7CCgwIh8WbswYQ2KbIyAE%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,0,0,en,William very friendly and welcoming. Good explanation.,Gym,7,0.18016520142555237
Anytime Fitness,5,Aloysius Ang,William was very helpful and clear about the process of applying for membership,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR6NnRmUTNBRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDz6tfQ3AE%7CCgwIyd2VswYQwOXH3gE%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,William was very helpful and clear about the process of applying for membership,Gym,13,0.436256468296051
Anytime Fitness,5,Randolph Liau,just signed up at Anytime Fitness Pioneer Mall and am satisfied with the procedure and gym. Herlan was very efficient and informative with the signup process.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6MnNQV2ZREAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgICz2sPWfQ%7CCgwIn6jssgYQ4Pju-QI%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,just signed up at Anytime Fitness Pioneer Mall and am satisfied with the procedure and gym. Herlan was very efficient and informative with the signup process.,Gym,26,0.37732377648353577
Anytime Fitness,5,wrenel,just signed up and was very satisfied with the sign up process. Herlan was very efficient and helpful in explaining the details of my membership!,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN6Mm9PZ2ZnEAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgICz2oOgfg%7CCgwI7KfssgYQyJvcqQI%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,just signed up and was very satisfied with the sign up process. Herlan was very efficient and helpful in explaining the details of my membership!,Gym,25,0.3637678027153015
Anytime Fitness,5,akshaya,signup process was simple and easy to understand thanks to william who also diligently and patiently explained the t&cs along with the risks involved.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURUMXFEbjVnRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDT1qDn5gE%7CCgwIwPPBsgYQ0Mr1hwE%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,signup process was simple and easy to understand thanks to william who also diligently and patiently explained the t&cs along with the risks involved.,Gym,24,0.2724558711051941
Anytime Fitness,5,Chen Xk,"Smooth sign up process, helpful and knowledgeable gym manager.",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNUaTRUYU5nEAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgICTi4TaNg%7CCgsI--OlsgYQ8Mmtaw%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"Smooth sign up process, helpful and knowledgeable gym manager.",Gym,9,0.34333956241607666
Anytime Fitness,5,N Yo,"staff friendly and nice, easy registration process",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqNTVXNTF3RRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDj55W51wE%7CCgsInsXtsQYQiJmsYg%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"staff friendly and nice, easy registration process",Gym,7,0.26397183537483215
Anytime Fitness,5,Wishawk Gao,The manager Noh is friendly. The environment is clean and professional.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqaDRLM3VRRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDjh4K3uQE%7CCgwIqYbssQYQwL3_tAE%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,The manager Noh is friendly. The environment is clean and professional.,Gym,11,0.3789766728878021
Anytime Fitness,5,Jimmy Lee,The manager Noh is good in service. The club is good and devices are new,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqaDRMOUNREAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDjh4L9CQ%7CCgwIm4bssQYQkMXHkAE%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,The manager Noh is good in service. The club is good and devices are new,Gym,15,0.28875550627708435
Anytime Fitness,5,fraser,,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqN2N1VUlREAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDj7cuUIQ%7CCgwIlPjisQYQ0KfoqAI%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,0,1,,,Gym,0,0.0
Anytime Fitness,5,chantelle tang,"Great onboarding experience with william at anytime fitness pioneer, he explained the membership terms and conditions very throughly and is very helpful with the questions.",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqaE9YMFZREAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDjhOX0VQ%7CCgwIgfq9sQYQ-KabkgI%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"Great onboarding experience with william at anytime fitness pioneer, he explained the membership terms and conditions very throughly and is very helpful with the questions.",Gym,25,0.37289169430732727
Anytime Fitness,5,Loogas waran,Good experience with William. Explained everything clearly and gave good suggestions.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNqNC0tT2dnRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgICj4--OggE%7CCgsI8d6osQYQ0O-lZg%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,Good experience with William. Explained everything clearly and gave good suggestions.,Gym,11,0.24699464440345764
Anytime Fitness,5,Shih Gee Poh,Sign up process was fuss free. Was explained signing up terms clearly and the different packages they offered.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNEdUpyUjlRRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgICDuJrR9QE%7CCgwItLL_rwYQwLHHyAE%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,Sign up process was fuss free. Was explained signing up terms clearly and the different packages they offered.,Gym,18,0.3193964958190918
Anytime Fitness,5,bryan,"Staff Herian is friendly and approachable, very helpful! Highly recommend",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ5Z2VYbnB3RRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgID9geXnpwE%7CCgwIrJ7brwYQgIuM1gI%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"Staff Herian is friendly and approachable, very helpful! Highly recommend",Gym,10,0.3122401535511017
Anytime Fitness,5,Si Ying,"Sign-up process was fuss-free, William was really friendly and session was informative! Facilities and amenities here are also pretty gooododddd",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5eXJ5Y1ZBEAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgID9yrycVA%7CCgsI2abQrwYQ4IrPXg%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"Sign-up process was fuss-free, William was really friendly and session was informative! Facilities and amenities here are also pretty gooododddd",Gym,20,0.31234440207481384
Anytime Fitness,5,Dominic Tan,"Sign up process was smooth and good, William was very helpful and friendly in facilitating the process and explaining all the terms.",ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5eXJ5TVRnEAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgID9yryMTg%7CCgsI1abQrwYQ8PaESg%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,"Sign up process was smooth and good, William was very helpful and friendly in facilitating the process and explaining all the terms.",Gym,22,0.2206358164548874
Anytime Fitness,2,Kayley Ang,Some equipment are rusty and very dirty,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ5c3NLcnlnRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgID9ssKrygE%7CCgsIypLPrwYQ2OjAcA%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,0,0,en,Some equipment are rusty and very dirty,Gym,7,0.37433695793151855
Anytime Fitness,5,cassandra,great and smooth registration process with William! he was really detailed with everything :) thank you so much!,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ5dVBXcnhnRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgID9uPWrxgE%7CCgwIr8jErwYQyMiJkwM%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,great and smooth registration process with William! he was really detailed with everything :) thank you so much!,Gym,18,0.2799169421195984
Anytime Fitness,5,Raafiq,First time working out at a gym and did a trial session at the club. Not as crowded as expected so was able to try out the machines I wanted. Staff was friendly and Herlan did an easy-to-understand walkthrough for the sign up information and rules. Looking forward to doing my future workouts at the gym.,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM5LV9xMXhnRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIC9-_q1xgE%7CCgsIiaS2rwYQuPO4bg%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,First time working out at a gym and did a trial session at the club. Not as crowded as expected so was able to try out the machines I wanted. Staff was friendly and Herlan did an easy-to-understand walkthrough for the sign up information and rules. Looking forward to doing my future workouts at the gym.,Gym,56,0.48205915093421936
Anytime Fitness,5,Chen Chen,,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURkekpEZTlnRRAB!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgIDdzJDe9gE%7CCgwIst_XrgYQ6I3mgQI%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,0,1,,,Gym,0,0.0
Anytime Fitness,5,Fitri Zailani,Don was very helpful and clear on the equipment in the gym,ChIJ08t6PjYP2jERi4sIp8Z1Sw0,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN0MElLbmZnEAE!2m1!1s0x0:0xd4b75c6a7088b8b!3m1!1s2@1:CIHM0ogKEICAgICt0IKnfg%7CCgwI96XXrQYQwN2DuAM%7C?hl=en,4.7,215,"638 Jurong West Street 61, #03-01 Pioneer Mall",https://www.anytimefitness.sg/gyms/sg-0095/pioneer-mall-south-west/,+65 8500 4500,SG,Gym,1,0,en,Don was very helpful and clear on the equipment in the gym,Gym,12,0.46319133043289185
